Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MPperG,PTSperG,RBperG,ASTperG,WS,WS/48,BPM,VORP,Year
34,NYK,Larry Fogle,Canisius,1,2,14.0,2,3,0,.200,,,7.0,1.0,1.5,0.0,0.0,-.163,-5.1,0.0,1975
35,PHO,Allen Murphy,Louisville,1,2,18.0,5,4,0,.200,,.429,9.0,2.5,2.0,0.0,-0.1,-.229,-5.7,-0.1,1975
36,PHO,Jimmy Conner,Kentucky,,,0.0,,,,,,,,,,,,,,,1975
37,NOJ,Rudy Hackett,Syracuse,1,6,46.0,14,13,3,.300,,.571,7.7,2.3,2.2,0.5,0.0,-.024,-4.4,-0.1,1975
38,NOJ,Jim McElroy,Central Michigan University,7,418,10178.0,4120,820,1462,.468,,.764,24.3,9.9,2.0,3.5,14.0,.066,-1.1,2.2,1975
39,PHI,Jimmie Baker,Hawaii,,,0.0,,,,,,,,,,,,,,,1975
40,GSW,Otis Johnson,Stetson University,,,0.0,,,,,,,,,,,,,,,1975
41,PHI,Charles Cleveland,Alabama,,,0.0,,,,,,,,,,,,,,,1975
42,POR,Tom Roy,Maryland,,,0.0,,,,,,,,,,,,,,,1975
43,MIL,Brian Hammel,Bentley College,,,0.0,,,,,,,,,,,,,,,1975
44,DET,Pete Trgovich,UCLA,,,0.0,,,,,,,,,,,,,,,1975
45,CLE,Ted Hathaway,Cleveland State University,,,0.0,,,,,,,,,,,,,,,1975
46,NYK,John Ramsay,Seton Hall,,,0.0,,,,,,,,,,,,,,,1975
47,HOU,Rudy White,Arizona State,5,124,1185.0,384,120,112,.408,,.742,9.6,3.1,1.0,0.9,0.2,.008,-3.3,-0.4,1975
48,WSB,Tom Kropp,University of Nebraska at Kearney,2,78,552.0,193,62,47,.440,,.702,7.1,2.5,0.8,0.6,0.5,.042,-3.5,-0.3,1975
49,KCK,Bob Guyette,Kentucky,,,0.0,,,,,,,,,,,,,,,1975
50,POR,Gus Gerard,Virginia,5,280,3524.0,1607,719,224,.436,,.649,12.6,5.7,2.6,0.8,5.3,.072,-1.4,0.6,1975
51,GSW,Bubbles Hawkins,Illinois State,4,103,2005.0,1313,240,150,.453,,.704,19.5,12.7,2.3,1.5,3.0,.072,0.4,1.4,1975
52,BUF,George Bucci,Manhattan College,,,0.0,,,,,,,,,,,,,,,1975
53,BOS,Jerome Anderson,West Virginia,2,49,290.0,127,25,16,.490,,.694,5.9,2.6,0.5,0.3,0.4,.068,-3.4,-0.1,1975
54,PHO,Bayard Forrest,Grand Canyon University,2,139,2130.0,569,565,296,.449,,.509,15.3,4.1,4.1,2.1,2.7,.060,-0.7,0.7,1975
55,NOJ,Mack Coleman,Houston Baptist University,,,0.0,,,,,,,,,,,,,,,1975
56,LAL,C.J. Kupec,Michigan,3,147,1589.0,606,313,108,.427,,.772,10.8,4.1,2.1,0.7,1.8,.053,-3.1,-0.5,1975
57,ATL,Monte Towe,NC State,1,51,409.0,130,34,87,.406,,.720,8.0,2.5,0.7,1.7,0.1,.013,-4.5,-0.3,1975
58,PHO,Sam McCants,Oral Roberts,,,0.0,,,,,,,,,,,,,,,1975
59,PHI,Louis Dunbar,Houston,,,0.0,,,,,,,,,,,,,,,1975
60,MIL,Bill Campion,Manhattan College,,,0.0,,,,,,,,,,,,,,,1975
61,POR,Phil Hicks,Tulane,2,57,390.0,132,94,32,.447,,.778,6.8,2.3,1.6,0.6,0.5,.058,-2.7,-0.1,1975
62,CLE,Eric Fernsten,San Francisco,6,218,1643.0,517,372,82,.445,,.675,7.5,2.4,1.7,0.4,3.3,.098,-0.7,0.6,1975
63,NYK,David Vaughn,Oral Roberts,,,0.0,,,,,,,,,,,,,,,1975
64,DET,Lindsay Hairston,Michigan State,1,47,651.0,273,179,21,.456,,.580,13.9,5.8,3.8,0.4,1.0,.075,-1.7,0.1,1975
65,HOU,Ken Smith,Tulsa,,,0.0,,,,,,,,,,,,,,,1975
66,SEA,Jim Moore,Utah State University,,,0.0,,,,,,,,,,,,,,,1975
67,KCK,Kevin Cluess,St. John's,,,0.0,,,,,,,,,,,,,,,1975
68,CHI,Ron Haigler,Penn,,,0.0,,,,,,,,,,,,,,,1975
69,GSW,Billy Taylor,La Salle,,,0.0,,,,,,,,,,,,,,,1975
70,BUF,Bob Fleischer,Duke,,,0.0,,,,,,,,,,,,,,,1975
71,WSB,Fessor Leonard,Furman University,,,0.0,,,,,,,,,,,,,,,1975
72,BOS,Cyrus Mann,Illinois State,,,0.0,,,,,,,,,,,,,,,1975
73,NOJ,Andre Hampton,Kentucky State University,,,0.0,,,,,,,,,,,,,,,1975
74,LAL,Charles Russell,Alabama,,,0.0,,,,,,,,,,,,,,,1975
75,ATL,Wilbur Holland,New Orleans,4,276,8171.0,3760,842,922,.452,,.799,29.6,13.6,3.1,3.3,14.0,.082,-0.4,3.3,1975
76,PHO,Joe Pace,Coppin State University,2,79,557.0,255,168,27,.467,,.598,7.1,3.2,2.1,0.3,1.1,.092,-2.1,0.0,1975
77,PHI,Ken Tyler,Gonzaga,,,0.0,,,,,,,,,,,,,,,1975
78,POR,Maurice Presley,Houston,,,0.0,,,,,,,,,,,,,,,1975
79,CLE,Jim Lee,Syracuse,,,0.0,,,,,,,,,,,,,,,1975
80,NYK,Don Washington,UNC,,,0.0,,,,,,,,,,,,,,,1975
81,DET,Cliff Pratt,Shaw,,,0.0,,,,,,,,,,,,,,,1975
82,CLE,Mike Odemns,Western Kentucky,,,0.0,,,,,,,,,,,,,,,1975
83,HOU,Rick Whitlow,Illinois State,,,0.0,,,,,,,,,,,,,,,1975
84,SEA,Dwain Govan,Bishop College,,,0.0,,,,,,,,,,,,,,,1975
85,KCK,Ed Stahl,UNC,,,0.0,,,,,,,,,,,,,,,1975
86,CHI,Bob Iverson,University of North Texas,,,0.0,,,,,,,,,,,,,,,1975
87,GSW,Larry Pounds,Washington,,,0.0,,,,,,,,,,,,,,,1975
88,BUF,Sam Berry,Armstrong Atlantic State University,,,0.0,,,,,,,,,,,,,,,1975
89,BOS,Darryl Brown,Fordham,,,0.0,,,,,,,,,,,,,,,1975
90,WSB,Rich Jones,VCU,,,0.0,,,,,,,,,,,,,,,1975
91,NOJ,Rick Schmidt,Illinois,,,0.0,,,,,,,,,,,,,,,1975
92,LAL,Don Ford,UC Santa Barbara,7,474,9301.0,3016,1691,647,.464,,.773,19.6,6.4,3.6,1.4,12.7,.066,-1.8,0.4,1975
93,ATL,Danny Williams,Ole Miss,,,0.0,,,,,,,,,,,,,,,1975
94,PHO,Biff Burrell,USC,,,0.0,,,,,,,,,,,,,,,1975
95,PHI,Ken Alston,Valdosta State University,,,0.0,,,,,,,,,,,,,,,1975
96,MIL,Oliver Purnell,Old Dominion,,,0.0,,,,,,,,,,,,,,,1975
97,POR,Gerald Willett,Oregon,,,0.0,,,,,,,,,,,,,,,1975
98,DET,Allen Spruill,North Carolina A&T,,,0.0,,,,,,,,,,,,,,,1975
99,CLE,Henry Ward,Jackson State University,1,27,171.0,83,33,6,.378,,.882,6.3,3.1,1.2,0.2,-0.1,-.023,-6.1,-0.2,1975
100,NYK,Hank Williams,Jacksonville University,,,0.0,,,,,,,,,,,,,,,1975
101,HOU,William Johnson,Texas Tech,,,0.0,,,,,,,,,,,,,,,1975
102,SEA,Larry Smith,North Carolina A&T,,,0.0,,,,,,,,,,,,,,,1975
103,KCK,Clint Chapman,USC,,,0.0,,,,,,,,,,,,,,,1975
104,CHI,Bill Andreas,Ohio State,,,0.0,,,,,,,,,,,,,,,1975
105,GSW,Tony Styles,San Francisco,,,0.0,,,,,,,,,,,,,,,1975
106,BUF,George Jackson,UNC Charlotte,,,0.0,,,,,,,,,,,,,,,1975
107,WSB,John Garrett,Purdue,,,0.0,,,,,,,,,,,,,,,1975
108,BOS,Rick Coleman,Jacksonville University,,,0.0,,,,,,,,,,,,,,,1975
109,NOJ,Bill Higgins,Ashland University,,,0.0,,,,,,,,,,,,,,,1975
110,LAL,Rick Suttle,Kansas,,,0.0,,,,,,,,,,,,,,,1975
111,ATL,Gus Johnson,Winona State University,,,0.0,,,,,,,,,,,,,,,1975
112,PHO,Dave Edmonds,West Georgia,,,0.0,,,,,,,,,,,,,,,1975
113,PHI,Mike Flynn,Kentucky,2,144,2279.0,896,304,321,.440,,.653,15.8,6.2,2.1,2.2,2.6,.054,-0.9,0.6,1975
114,POR,Steve Fields,Miami University,,,0.0,,,,,,,,,,,,,,,1975
115,MIL,Wilbur Thomas,American University,,,0.0,,,,,,,,,,,,,,,1975
116,CLE,Shawn Leftwich,Jacksonville University,,,0.0,,,,,,,,,,,,,,,1975
117,NYK,Pete Davis,Michigan State,,,0.0,,,,,,,,,,,,,,,1975
118,DET,Ike Williams,Armstrong Atlantic State University,,,0.0,,,,,,,,,,,,,,,1975
119,HOU,Nate Barnett,University of Akron,,,0.0,,,,,,,,,,,,,,,1975
120,SEA,Hollis Miller,Drury University,,,0.0,,,,,,,,,,,,,,,1975
121,KCK,Wayne Croft,Clemson,,,0.0,,,,,,,,,,,,,,,1975
122,CHI,John Grochowalski,Assumption College,,,0.0,,,,,,,,,,,,,,,1975
123,GSW,Stan Boyer,Wyoming,,,0.0,,,,,,,,,,,,,,,1975
124,BUF,Mike Franklin,Cincinnati,,,0.0,,,,,,,,,,,,,,,1975
125,BOS,Al Boswell,Oral Roberts,,,0.0,,,,,,,,,,,,,,,1975
126,WSB,Fletcher Johnson,Randolph-Macon College,,,0.0,,,,,,,,,,,,,,,1975
127,NOJ,Harvey Carmichael,Kentucky State University,,,0.0,,,,,,,,,,,,,,,1975
128,LAL,Mike Cashman,Willamette University,,,0.0,,,,,,,,,,,,,,,1975
129,ATL,Oscar Jackson,Duquesne,,,0.0,,,,,,,,,,,,,,,1975
130,PHO,Jack Schrader,Arizona State,,,0.0,,,,,,,,,,,,,,,1975
131,PHI,Freeman Blade,"Montana State University, Billings",,,0.0,,,,,,,,,,,,,,,1975
132,MIL,Bob McCurdy,Richmond,,,0.0,,,,,,,,,,,,,,,1975
133,POR,Charlie Neal,Oregon State,,,0.0,,,,,,,,,,,,,,,1975
134,NYK,Jerry Homan,Marquette,,,0.0,,,,,,,,,,,,,,,1975
135,DET,John Kelley,Dillard University,,,0.0,,,,,,,,,,,,,,,1975
136,CLE,Andre McCarter,UCLA,3,103,1182.0,392,95,172,.431,,.725,11.5,3.8,0.9,1.7,1.1,.046,-2.5,-0.2,1975
137,HOU,Leon Johnson,Centenary (LA),,,0.0,,,,,,,,,,,,,,,1975
138,SEA,Ken McKenzie,Montana,,,0.0,,,,,,,,,,,,,,,1975
139,KCK,Jim Bostic,New Mexico State,1,4,48.0,26,16,3,.545,,.400,12.0,6.5,4.0,0.8,0.1,.144,-2.7,0.0,1975
140,CHI,John Murphy,UMass,,,0.0,,,,,,,,,,,,,,,1975
141,GSW,Mike Rozenski,Saint Mary's,,,0.0,,,,,,,,,,,,,,,1975
142,BUF,Allan Jones,Pepperdine,,,0.0,,,,,,,,,,,,,,,1975
143,WSB,Bruce Hamming,Augustana College (IL),,,0.0,,,,,,,,,,,,,,,1975
144,BOS,Roger Morningstar,Kansas,,,0.0,,,,,,,,,,,,,,,1975
145,NOJ,Fred Stokes,Barber-Scotia College,,,0.0,,,,,,,,,,,,,,,1975
146,ATL,Dave Schlesser,Morningside College,,,0.0,,,,,,,,,,,,,,,1975
147,PHO,Owen Brown,Maryland,,,0.0,,,,,,,,,,,,,,,1975
148,PHI,Larry Haralson,Drake University,,,0.0,,,,,,,,,,,,,,,1975
149,POR,Quentin Braxton,University of Portland,,,0.0,,,,,,,,,,,,,,,1975
150,MIL,Eric Hays,Montana,,,0.0,,,,,,,,,,,,,,,1975
151,DET,Terry Thomas,Detroit Mercy,1,28,136.0,77,36,3,.431,,.724,4.9,2.8,1.3,0.1,0.2,.082,-3.7,-0.1,1975
152,CLE,Skip Howard,Bowling Green,,,0.0,,,,,,,,,,,,,,,1975
153,NYK,Tim van Blommesteyn,Princeton,,,0.0,,,,,,,,,,,,,,,1975
154,HOU,Steve Strother,Providence,,,0.0,,,,,,,,,,,,,,,1975
155,SEA,Rich Haws,Utah State University,,,0.0,,,,,,,,,,,,,,,1975
156,CHI,Gary Tomaszewski,St. Mary's University,,,0.0,,,,,,,,,,,,,,,1975
157,GSW,Scott Trobbe,Stanford,,,0.0,,,,,,,,,,,,,,,1975
158,BUF,George Rautins,Niagara University,,,0.0,,,,,,,,,,,,,,,1975
159,BOS,Robert Rhodes,Albany State University,,,0.0,,,,,,,,,,,,,,,1975
160,WSB,Doug Brookins,Creighton,,,0.0,,,,,,,,,,,,,,,1975
161,NOJ,Aleksander Belov,,,,0.0,,,,,,,,,,,,,,,1975
162,ATL,Vic Kelly,Hawaii,,,0.0,,,,,,,,,,,,,,,1975
163,PHO,Mike Moon,Arizona State,,,0.0,,,,,,,,,,,,,,,1975
164,PHI,Ric Reed,Azusa Pacific University,,,0.0,,,,,,,,,,,,,,,1975
165,MIL,Romie Thomas,University of Wisconsin-Eau Claire,,,0.0,,,,,,,,,,,,,,,1975
166,POR,Tyree Foster,University of Portland,,,0.0,,,,,,,,,,,,,,,1975
167,CLE,Eric Anderson,Macalester College,,,0.0,,,,,,,,,,,,,,,1975
168,NYK,Moe Rivers,NC State,,,0.0,,,,,,,,,,,,,,,1975
169,DET,Mickey Fox,Saint Mary's University,,,0.0,,,,,,,,,,,,,,,1975
170,SEA,Jerry Bellotti,Santa Clara,,,0.0,,,,,,,,,,,,,,,1975
171,GSW,Maurice Harper,Saint Mary's,,,0.0,,,,,,,,,,,,,,,1975
172,BUF,Art Allen,Pepperdine,,,0.0,,,,,,,,,,,,,,,1975
173,WSB,Mike Fahey,Brandeis University,,,0.0,,,,,,,,,,,,,,,1975
174,BOS,Bill Endicott,UMass,,,0.0,,,,,,,,,,,,,,,1975
1,HOU,John Lucas,Maryland,14,928,25556.0,9951,2151,6454,.449,,.776,27.5,10.7,2.3,7.0,53.7,.101,1.3,21.1,1976
2,CHI,Scott May,Indiana,7,355,8029.0,3690,1450,610,.462,,.811,22.6,10.4,4.1,1.7,17.4,.104,-0.7,2.7,1976
3,KCK,Richard Washington,UCLA,6,351,7874.0,3456,2204,409,.453,,.711,22.4,9.8,6.3,1.2,10.8,.066,-2.5,-1.1,1976
4,DET,Leon Douglas,Alabama,7,456,10111.0,3587,2954,479,.495,,.601,22.2,7.9,6.5,1.1,15.2,.072,-3.0,-2.4,1976
5,POR,Wally Walker,Virginia,8,565,10168.0,3968,1759,844,.467,,.643,18.0,7.0,3.1,1.5,12.9,.061,-2.2,-0.6,1976
6,BUF,Adrian Dantley,Notre Dame,15,955,34151.0,23177,5455,2830,.540,,.818,35.8,24.3,5.7,3.0,134.2,.189,3.1,43.8,1976
7,MIL,Quinn Buckner,Indiana,10,719,16245.0,5929,1969,3114,.461,,.657,22.6,8.2,2.7,4.3,24.7,.073,-0.1,7.7,1976
8,GSW,Robert Parish,Centenary (LA),21,1611,45704.0,23334,14715,2180,.537,,.721,28.4,14.5,9.1,1.4,147.0,.154,1.5,40.7,1976
9,ATL,Armond Hill,Princeton,8,468,11785.0,3214,917,2194,.408,,.829,25.2,6.9,2.0,4.7,11.3,.046,-2.3,-0.9,1976
10,PHO,Ron Lee,Oregon,6,448,9586.0,3285,1219,1688,.416,,.705,21.4,7.3,2.7,3.8,10.7,.054,-0.4,3.9,1976
11,SEA,Bob Wilkerson,Indiana,7,536,14883.0,5424,2236,1835,.425,,.751,27.8,10.1,4.2,3.4,8.2,.027,-2.2,-0.6,1976
12,PHI,Terry Furlow,Michigan State,4,239,4809.0,2550,507,568,.459,,.862,20.1,10.7,2.1,2.4,7.3,.073,0.0,2.4,1976
13,WSB,Mitch Kupchak,UNC,9,510,9905.0,5202,2730,377,.523,,.704,19.4,10.2,5.4,0.7,27.1,.131,-0.7,3.2,1976
14,WSB,Larry Wright,Grambling State University,6,343,6834.0,2824,550,1165,.465,,.777,19.9,8.2,1.6,3.4,10.6,.074,-1.2,1.4,1976
15,CLE,Chuckie Williams,Kansas State,1,22,65.0,37,4,7,.298,,.750,3.0,1.7,0.2,0.3,-0.2,-.137,-6.5,-0.1,1976
16,BOS,Norm Cook,Kansas,2,27,148.0,65,30,6,.373,,.529,5.5,2.4,1.1,0.2,-0.1,-.018,-4.4,-0.1,1976
17,GSW,Sonny Parker,Texas A&M,6,452,10916.0,4471,1841,954,.501,,.755,24.2,9.9,4.1,2.1,26.9,.118,1.8,10.5,1976
18,CHI,Willie Smith,Missouri,4,78,1200.0,357,134,277,.400,,.754,15.4,4.6,1.7,3.6,1.3,.052,-0.2,0.6,1976
19,SEA,Bayard Forrest,Grand Canyon University,2,139,2130.0,569,565,296,.449,,.509,15.3,4.1,4.1,2.1,2.7,.060,-0.7,0.7,1976
20,POR,Major Jones,Albany State University,6,374,5063.0,1643,1323,215,.490,.111,.586,13.5,4.4,3.5,0.6,5.5,.052,-2.6,-0.8,1976
21,LAL,Earl Tatum,Marquette,4,262,5229.0,2508,682,507,.459,,.746,20.0,9.6,2.6,1.9,7.8,.071,-0.4,2.1,1976
22,POR,Johnny Davis,Dayton,10,750,21200.0,9710,1505,3368,.448,,.821,28.3,12.9,2.0,4.5,38.5,.087,-0.8,6.4,1976
23,MIL,Alex English,South Carolina,15,1193,38063.0,25613,6538,4351,.507,,.832,31.9,21.5,5.5,3.6,100.7,.127,2.0,38.2,1976
24,MIL,Scott Lloyd,Arizona State,6,372,5638.0,1694,1114,356,.425,,.718,15.2,4.6,3.0,1.0,2.5,.021,-4.3,-3.4,1976
25,NYK,Lonnie Shelton,Oregon State,10,673,18530.0,8049,4136,1459,.492,,.738,27.5,12.0,6.1,2.2,37.5,.097,-0.3,7.9,1976
26,NOJ,Jacky Dorsey,Georgia,3,60,449.0,143,141,16,.389,,.544,7.5,2.4,2.4,0.3,0.3,.031,-5.4,-0.4,1976
27,HOU,Phil Hicks,Tulane,2,57,390.0,132,94,32,.447,,.778,6.8,2.3,1.6,0.6,0.5,.058,-2.7,-0.1,1976
28,ATL,Bob Carrington,Boston College,2,82,1787.0,672,187,120,.428,,.760,21.8,8.2,2.3,1.5,1.3,.036,-3.2,-0.6,1976
29,SEA,Dennis Johnson,Pepperdine,14,1100,35954.0,15535,4249,5499,.445,,.797,32.7,14.1,3.9,5.0,82.6,.110,0.7,24.3,1976
30,PHO,Al Fleming,Arizona,1,20,97.0,40,30,7,.484,,.588,4.9,2.0,1.5,0.4,0.0,.018,-4.1,-0.1,1976
31,WSB,Joe Pace,Coppin State University,2,79,557.0,255,168,27,.467,,.598,7.1,3.2,2.1,0.3,1.1,.092,-2.1,0.0,1976
32,CLE,Mo Howard,Maryland,1,32,345.0,152,39,42,.485,,.686,10.8,4.8,1.2,1.3,0.6,.084,-1.0,0.2,1976
33,PHO,Butch Feher,Vanderbilt,1,48,487.0,248,74,36,.531,,.768,10.1,5.2,1.5,0.8,1.5,.145,0.6,0.3,1976
34,GSW,Marshall Rogers,University of Texas Rio Grande Valley,1,26,176.0,100,11,10,.371,,.933,6.8,3.8,0.4,0.4,-0.2,-.043,-6.9,-0.3,1976
35,CHI,Dallas Smith,West Texas A&M University,,,0.0,,,,,,,,,,,,,,,1976
36,LAL,Mike Dabney,Rutgers University,,,0.0,,,,,,,,,,,,,,,1976
37,CHI,Lars Hansen,Washington,1,15,205.0,76,59,14,.509,,.581,13.7,5.1,3.9,0.9,0.6,.149,-1.3,0.1,1976
38,DET,Phil Sellers,Rutgers University,1,44,329.0,198,41,25,.384,,.722,7.5,4.5,0.9,0.6,0.0,-.007,-5.0,-0.3,1976
39,POR,Jeff Tyson,Western Michigan,,,0.0,,,,,,,,,,,,,,,1976
40,MIL,Lloyd Walton,Marquette,5,341,5387.0,1442,370,1243,.454,,.711,15.8,4.2,1.1,3.6,5.2,.047,-1.6,0.6,1976
41,NYK,John McGill,Alcorn State,,,0.0,,,,,,,,,,,,,,,1976
42,NOJ,Steve Copp,San Diego State,,,0.0,,,,,,,,,,,,,,,1976
43,LAL,Tom Abernethy,Indiana,5,319,5434.0,1779,1011,384,.492,,.747,17.0,5.6,3.2,1.2,13.4,.118,0.2,3.0,1976
44,HOU,Barnes Hauptfuhrer,Princeton,,,0.0,,,,,,,,,,,,,,,1976
45,PHO,Ira Terrell,SMU,2,127,2483.0,886,533,144,.498,,.638,19.6,7.0,4.2,1.1,4.1,.080,-1.2,0.5,1976
46,ATL,Larry Cooke,Virginia Tech,,,0.0,,,,,,,,,,,,,,,1976
47,PHI,Ron Norwood,DePaul,,,0.0,,,,,,,,,,,,,,,1976
48,BUF,Gary Brewster,Texas-El Paso,,,0.0,,,,,,,,,,,,,,,1976
49,WSB,Bill Cook,Memphis,,,0.0,,,,,,,,,,,,,,,1976
50,CLE,Abdul Jeelani,University of Wisconsin-Parkside,2,143,2394.0,1290,500,160,.473,.000,.802,16.7,9.0,3.5,1.1,5.4,.108,0.3,1.4,1976
51,BOS,Jerry Fort,Nebraska,,,0.0,,,,,,,,,,,,,,,1976
52,CHI,Keith Starr,Pitt,1,17,65.0,14,10,6,.250,,1.000,3.8,0.8,0.6,0.4,-0.2,-.111,-6.1,-0.1,1976
53,ATL,Tom Barker,Hawaii,2,98,1830.0,639,520,75,.422,,.692,18.7,6.5,5.3,0.8,1.3,.034,-3.8,-0.9,1976
54,KCK,Clarence Ramsey,Washington,,,0.0,,,,,,,,,,,,,,,1976
55,DET,Scott Thompson,Iowa,,,0.0,,,,,,,,,,,,,,,1976
56,POR,David Everett,Grand Canyon University,,,0.0,,,,,,,,,,,,,,,1976
57,NYK,Rick Bullock,Texas Tech,,,0.0,,,,,,,,,,,,,,,1976
58,NOJ,John Service,UC Santa Barbara,,,0.0,,,,,,,,,,,,,,,1976
59,MIL,Dan Frost,Iowa,,,0.0,,,,,,,,,,,,,,,1976
60,LAL,Wayman Britt,Michigan,1,7,16.0,9,4,2,.300,,.750,2.3,1.3,0.6,0.3,0.0,.046,-4.5,0.0,1976
61,HOU,Hercle Ivy,Iowa State,,,0.0,,,,,,,,,,,,,,,1976
62,PHO,Paul Miller,Oregon State,,,0.0,,,,,,,,,,,,,,,1976
63,SEA,Willie Parr,LeMoyne-Owen College,,,0.0,,,,,,,,,,,,,,,1976
64,PHI,Freeman Blade,"Montana State University, Billings",,,0.0,,,,,,,,,,,,,,,1976
65,WSB,Marion Hillard,Memphis,,,0.0,,,,,,,,,,,,,,,1976
66,CLE,John Engles,Penn,,,0.0,,,,,,,,,,,,,,,1976
67,BOS,Lewis Linder,Kentucky State University,,,0.0,,,,,,,,,,,,,,,1976
68,GSW,Jeff Fosnes,Vanderbilt,,,0.0,,,,,,,,,,,,,,,1976
69,CHI,Nate Williams,Illinois,,,0.0,,,,,,,,,,,,,,,1976
70,ATL,Ron Davis,Washington State,3,78,951.0,417,139,53,.420,,.571,12.2,5.3,1.8,0.7,0.1,.007,-3.6,-0.5,1976
71,KCK,Willie Hodge,Duke,,,0.0,,,,,,,,,,,,,,,1976
72,DET,Jim Hearns,Marymount College,,,0.0,,,,,,,,,,,,,,,1976
73,POR,Gary Redding,Auburn,,,0.0,,,,,,,,,,,,,,,1976
74,NOJ,Paul Griffin,Western Michigan,7,480,10053.0,2443,2650,1116,.505,,.692,20.9,5.1,5.5,2.3,19.6,.094,0.3,5.9,1976
75,MIL,Tom Lockhart,Manhattan College,,,0.0,,,,,,,,,,,,,,,1976
76,NYK,Beaver Smith,St. John's,,,0.0,,,,,,,,,,,,,,,1976
77,MIL,James Rappis,Arizona,,,0.0,,,,,,,,,,,,,,,1976
78,HOU,Dave Marrs,Houston,,,0.0,,,,,,,,,,,,,,,1976
79,PHO,Ralph Walker,Saint Mary's,,,0.0,,,,,,,,,,,,,,,1976
80,SEA,Robert Gray,Wichita State,,,0.0,,,,,,,,,,,,,,,1976
81,PHI,Jeff Brown,Missouri Western State College,,,0.0,,,,,,,,,,,,,,,1976
82,ATL,Connie White,California,,,0.0,,,,,,,,,,,,,,,1976
83,WSB,L.C. Mason,Alabama State University,,,0.0,,,,,,,,,,,,,,,1976
